SentimentText,SentimentPolarity
얼굴이 당깁니다.,-1
사용하기 불편했고,-1
손에 묻어 나서,-1
제품크기가  조금작아서 실망했지만 ᆢ,-1
촉촉하고,1
향도 좋습니다ᆢ,1
악건성이라 구매했는데 안 맞네요.,-1
발라도 건조해서,-1
주름 관리가 잘 안됩니다.,-1
사용하기에도 불편해서,-1
품질 너무 좋아요~~ 제가 찾던제품 ㅋㅋㅋㅋ,1
얼굴톤이 밝아졌어요,1
구성이 아쉽네요.,-1
효과가 좋기를 기대해봅니다.,0
구성이 괜찮아서 구매했어요~,1
주름관리도 되고 ,1
얼굴에 광도나서 좋은것 같아요~,1
주름이 펴지진 않았고,-1
피부도 좋아지지 않았습니다.,-1
휴대하기 불편해,-1
촉촉하지 않고,-1
목 부분에 바르기 불편합니다.,-1
효과가 좋지 않은 것 같아서 만족하지 않습니다.,-1
가격은 비싸지만,-1
적립금을 사용하지 못해 비싸게 구매해서,-1
효과라도 좋기를 바랍니다.,0
겨울 건조할때 쓰기 딱 좋다고 너무 만족해하네요.,1
촉촉하대요.,1
사은품까지 동생주고,0
콜라겐 성분이 풍부하여 주름개선에 효과가 탁월하여 또 주문하게 되었어요,1
주름개선에 효과가 탁월하여 또 주문하게 되었어요,1
수시로 바르기 편해요~,1
촉촉한게 좋네요~,1
촉촉하고,1
향이 너무좋아요,1
얼굴 움직일때마다 좋은향이 나서 기분도 좋습니다,1
피부가 좋아진다고 했는데 아직은 모르겠지만,0
구성이 좋지 않아서,-1
스틱발라보고 어머 이렇게 부드럽게 발린다고?,1
이렇게 흡수가 잘된다고??,1
미스트 촥촥! 향에 한번 반하고,1
스며드는 속도에 또한번 반하고♡.♡,1
나갈때도 집안여기저기서도 착붙템이되어,1
오늘 2일차 신랑이 효과를 알아봣습니다!!ㅋㅋㅋ,1
주름이 사라지는 효과는 없는 거 같아요.,-1
끈적이고 ,-1
번들거리네요.,-1
비싸지만,-1
더 비싸고,-1
구성도 안 좋네요.,-1
발림성 좋지만 ,1
살짝 끈적거리는 사용감이 아직은 어색하네요~,-1
생각보다 촉촉하지 않고,-1
발림성도 부드럽지 않아서,-1
예민한 피부인데 트러블없고,1
쓰기 간편해서 좋아요,1
추가증정 빨리 보내주세요^^,0
생각보다 비싸게 구매했어요.,-1
상품평 쓰면 구성품을 준다고 해서 적어요.,0
미스트향도 좋고 ,1
곱게 분사되는것도 좋구요~~,1
미스트는 향이 별로네요.,-1
피부가 푸석푸석해져서 속상한데 OO를 발라도 피부가 촉촉해지지 않아요. ,-1
피부가 촉촉해지지 않아요. ,-1
얼굴 당김이 느껴져요.,-1
가격대비 구성이 넉넉한 편은 아닌데,-1
샘플 하나 없는게 아쉽네요.,-1
보습력도 좋고,1
촉촉하네요~,1
어디든 가져다니기 간편해서 자주 바르고 있어요~,1
겨울이라 난방에 건조했는데 보습력도 좋고 촉촉하네요~,1
생각보다 품질이 좋지 않아요.,-1
구성인 미스트랑 오일은 유분기가 많아서 아쉬워요.,-1
유분기가 많아서 아쉬워요.,-1
아무때나 편리하게 사용하고,1
금방 촉촉해져서 좋아요,1
용량이 작아서 금방 사용하게 되네요,-1
생각보다 촉촉해지네요~,1
건성이라 살짝 바르니 좋아요,1
향기도 은은해서 좋네요,1
발림성 부드럽고,1
윤기가나서,1
생기있어보이고,1
단가가 저렴한편,1
스틱형이라서 좋을거 같다고 해서 시켰는데 정말 사용하기 편하네요 ,1
구성도 좋고 잘쓸께요^^,1
비싸지만,-1
촉촉함도 별로 없고,-1
구성도 아쉬웠습니다.,-1
구성까지 좋아서,1
바르자마자 촉촉함이 너무 좋네요!!!,1
피부가 탱탱해지길 기대 해봅니당^^,0
제형이 끈적거리거나 사용감이 답답한 느낌이 있을줄 알았는데 없네요~,1
사용감이 답답한 느낌이 있을줄 알았는데 없네요~,1
촉촉함이 지속되는거에도 놀랐어요,1
지속되는거에도 놀랐어요,1
온 가족이 하나씩 나눠서 써도 되는 양이라서 더 좋구요,1
싸게 잘 산거 같아요^^,1
촉촉함이 좋아  계속 사용하게 될것 같아요~,1
수분감이 상당히 좋습디다,1
완전 촉촉 ,1
쫀쫀 난리에요!,1
눈 밑 입가 팔자주름도 좋지만 무엇보다도 목주름!! ,1
바르는게 간편해서 정말 딱이에요! ,1
세트 상품인 미스트는 고급 앰플을 뿌리는 것처럼 뿌리고 나면 ,1
크림 바른것처럼 쫀쫀,1
반질해요,1
촉촉함도 없고,-1
주름도 옅어지지 않는 것 같습니다.,-1
건성 피부인데 맞지 않고,-1
촉촉하지도 않으며,-1
광도 안 납니다.,-1
미스트는 친구꺼 써봤는데 향도 좋더라며 ~~,1
구성이 딱 맘에 든다고,1
민감성피부라 잘 안맞지만,-1
건성인 저희 친정 엄마에겐 필수품 입니다.,1
수량도 많아서,1
구성도 안 좋고,-1
비싸게 산 것 같아서 후회해요.,-1
효과라도 좋길 바랍니다.,0
가격이 비싼 점과,-1
구성은 약간 아쉽습니다.,-1
지속적으로 오래 사용해야 효과를 볼 수 있겠지만 ,0
 받자마자 이틀 사용했는데 부드럽게 발려서 좋네요 ,1
 건조한 봄까지는 유용하게 쓸거 같아요~,1
촉촉하다고 너무 좋아하셨어요~,1
발라지는 느낌은 부드러워 완전 굿입니다~!!,1
비싸지만,-1
높은 가격에 비해,-1
구성이 넉넉한 편은 아닌 거 같아요.,-1
촉촉하지도 않고요.,-1
휴대하기도편하고,1
화장전이나후에도 사용하기 간편하고,1
얼굴에광택과 유수분감이 오래지속되어,1
유수분감이 오래지속되어,1
오래지속되어,1
가히 멀티밤 하나면 주름걱정 안해도 될거같아요,1
저렴한가격에 구매해 너무 좋아요,1
촉촉하고,1
발림성 너무좋고 ,1
흡수도 너무 잘되고 너무 짱이에요~!!!!,1
얼굴에끈적임이있는데,-1
금방스며들어끈적임이좀없으면좋겠네요~,-1
주름도 커버되고 ,1
보습이 짱 좋아요~~^^,1
촉촉하고 좋더라구요.,1
끈적이는걸 싫어하는 사람들은 싫다고 할수도 있겠어요.,-1
화장이 좀 밀릴수도 있어요.,-1
간편하게 사용하기에는 너무 좋을것 같아요.,1
건조할때 좋아서 옆에두고 자주 사용해야겠어요.,1
발림성이 좋아서,1
좋은 구성으로 나와,1
부드럽게 발려서 너무 좋네요. ,1
휴대도 간편하고 좋어요.,1
함께 구성된 미스트도 촉촉하고 좋아요!,1
미스트도 촉촉하고 좋아요!,1
상품평작성하면 2개더 주신다고 해서 올립니다. ,0
메이크업을 다한상태에서 바르면 화장이 뭉개지지 않을까 걱정이 되네요,-1
당기는 느낌은 없네요. ,1
바른지 1시간 지나도 만져보면 끈적끈적한데,-1
아직까지 효과는 잘 모르겠고 ,0
마침 좋은 구성으로 나왔기에,1
좋은 효과 기대합니다.,0
얼굴에서 윤기도흐르고,1
주름선도  된다고하니 열씸히발라보겠음돠^^,0
답답하지도않고,1
향도좋아서,1
사용하기도 편하고,1
지속력과 보습력 짱입니다~~^^,1
보습력 짱입니다~~^^,1
한번만 쓱 지나가도 영양듬뿍 묵직하게 발리고,1
향도 좋아요~,1
촉촉하니 좋네요~,1
유통기한도 여유있어 충분히 쓸 수 있을듯요~ㅋ,1
많이 건조한 편인데 촉촉하니 좋네요~,1
보습력이좋아요  ~~,1
낮에쓰기는  너무번들거려,-1
피부 윤기도있고,1
촉촉하니 좋네요,1
뭔가 얼굴이 반들반들해서인지,1
팽팽해 보이는느낌?,0
꾸준히 잘 사용하다보면 효과가 나타나겠죠?,0
답답하지않아요!!,1
끈적이지않고,1
촉촉? 해요~!!,1
저도 물광피부 가져볼께요~!!,0
구성이 다양한 더블로 주문해서,1
즉각적인 촉촉함이있고,1
윤광이 나네요~ ,1
일단은 효과가 괜찮은것같지만 꾸준하게 사용해봐야겠어요~,0
순간 촉촉한 느낌이 들어서 만족했어요,1
효과가 있었음 좋겠네요,0
얼굴이 탱탱해지고 ,1
쫀쫀해지는 느낌?,1
손에 묻히는것도 싫었는데 가히덕분에 편하게  촉촉하게 지내요,1
 촉촉하게 지내요,1
좁쌀여드름 안생겨서 너ㅡㅡㅡㅡ무 좋아요,1
향기가 독하지않아서 손이 잘가요,1
오일이랑 미스트까지 구성품 양이 많아서 구매했어요 .,1
주름개선효과 좋아요,1
번질거리는 첫 느낌과는 다르게,-1
잘 흡수하여,1
촉촉함만 남네요~,1
피부가 촉촉하니,1
아주 광이 나네요.,1
발림성도 좋고,1
촉촉하고 좋은것 같아요,1
"가방에 넣어 쓰기도 간단하고, ",1
피부 쫀쫀?해지는 기분들어서 너무 좋아요!,1
촉촉하고 ,1
 주름선두 약해지는것같구,1
쓰기편하구.,1
가방에넣어다녀두 작아서. 가지고다니기편해여,1
눈에띄게 주름이 잡히고,1
피부는 촉촉하시네요 ^^,1
이번에도 구성이 좋아서 오래쓰겠어요^^,1
피부가 윤기가 나고,1
목주름도 많이 연해진것 같아요,1
건조한 계절에 너무잘 만난 멀티밤,1
이번기회에 구성품 여러게 잘산거같아요ㅎㅎ,1
발림성도 좋구,1
자고일어나도 촉촉해서 만족해요ㅎㅎ,1
 촉촉해서 만족해요ㅎㅎ,1
겨울필수템인거같아요!!,0
발라보니 광도나고,1
많이 찐득하지않아 좋은거같아요.,1
향도 괜찮네요.,1
발라도 들뜨지않아 좋은듯요 ,1
풍성한구성이라  딸램도 하나 줘도 될것같네요~,1
"이 구성에 이 품질에 이 가격에 너무너무 만족하구요,",1
"이 품질에 이 가격에 너무너무 만족하구요,",1
"이 가격에 너무너무 만족하구요,",1
얼굴이 엄청건조했는데 가희쓰고 가습기 안틀어도 얼굴이 항상 촉촉하네요^^,1
얼굴이 항상 촉촉하네요^^,1
구성이 좋아 티브 채널돌리다 언능 주문했더니 ,1
건조한얼굴  촉촉하게해주니  너무좋다네요...,1
촉촉하게해주니  너무좋다네요...,1
바르기도 간편하고,1
건조한 제피부가 좋아해요ㅎ,1
제피부가 좋아해요ㅎ,1
좋은가격 좋은구성 아주이뻐요~,1
좋은구성 아주이뻐요~,1
쓱쓱 발라만줘도 밀림없이,1
광이나네요,1
간편히 바를수 있어 좋네요. ,1
가희가더 부드럽게 발리는거 같아요.,1
꾸준히 써서 좋은효과 기대해 봅니다,0
쓸때마 잔주름이 펴지는느낌 ,1
탄력까지 생기는,1
좋은구성으로,1
건조하지않아서 좋은거 같아요,1
화장한 얼굴위에 발라도 밀리지 않구요,1
심하지 않은 광이 올라와 맘에 들어요^^,1
 촉촉하고,1
눈가 주름도 옅어진 것 같대요ㅋㅋㅋ ,1
은은한 향기가 마음에 들었어요.,1
요즘 같이 건조한 계절에 틈틈이 바르니 효과가 있겠구나 싶더라고요.,0
발림도좋고 ,1
휴대도 편하고,1
구성도 좋길래 주문했습니다 ,1
진짜 촉촉해요!! ,1
피부가 건성인데 바르면 촉촉해서 ,1
꾸준히 쓰면서 효과볼게요☺️,0
촉촉해서,1
스틱은 생각보다 양이 많아보여요~~ ,1
제주 세럼은 샘플의 샘플의 샘플같은 느낌 ㅋㅋ ,-1
가격이 비싸긴 한데,-1
 제가 지성이라서 걱정했는데 저에게는 잘 맞아요!!!,1
 저에게는 잘 맞아요!!!,1
피부도 촉촉하고,1
반짝반짝  광이나고 좋아요!!,1
바르니 향도 좋고,1
광도나고 넘 좋네요 ,1
피부가 거칠어져서 고민이였는데 효과를 기대하며 꾸준히 바르고 다녀야 겠어요,0
생각보다 자그만 합니다.,-1
"사용하기에 아주 편리하고,",1
특히 눈가에 바르기 편합니다.,1
용량이 생각보다 빨리 소진될듯합니다. ,-1
건성 피부에 추천합니다.,1
구성이 좋아서 재구입했음.,1
앰플:발효향이 나고,1
발림성이 좋아서 두방울 손바닥에 떨어트려서 써도 넉넉하고,1
끈적이지않는,1
상뜻한오일타입,1
미스트:은은한비누향이라 맘에들고,1
뿌리면 흡수는 바로되지만,1
가볍지않은 보습감 이라 좋음.,1
향도조코,1
건조함도 좋음,1
간편하고,1
발림성이 좋습니다. ,1
양이 작아 금방 사용하게 되는 아쉬움이 있습니다,-1
반질반질,1
피부가 너무 좋아보이고,1
주름 예방 및 개선으로,1
편리하고 좋은 것 같아요.,1
광이 과하지않고,1
얼굴에 착착붙는게 넘 좋아요 ❤️,1
향이좋아요.,1
수분감도뛰어나고,1
바를때밀리는유분감도 좋아요.,1
촉촉하게,1
잘발리고 ,1
휴대도너무간편하니 손이가요손이가,1
주름없이살게도움됩니다ㅎㅎㅎ,1
편하게 어디든바를수있고 ,1
화장 전.후 아무때나 발라도 되니 편하구요.,1
촉촉해지는게 보이네요.,1
효과는 모르겠으나,0
촉촉함때문에라도 주름개선에 도움이 될거같네요.,1
주름개선에 도움이 될거같네요.,1
사용감이 좋고 ,1
얼굴에 광이나고 ,1
촉촉한게 보기에도 참 좋습니다,1
"구성품이 대박! 멀티밤만 총 4개, 미스트 2개, 오일 2개 ",1
조금 유분기가 있는것처럼 보이지만,-1
시간이 지나면 지날수록 제 얼굴과 착붙되서,1
피부가 촉촉해진 느낌이에요~ ,1
확실히 건조할때 바르니 주름에도 도움이 되는것 같고,1
 주름에도 도움이 되는것 같고,1
촉촉하게 유지되요.,1
비싸지만,-1
 얼굴과 목 주름에 효과가 있는지는 아직 모르겠습니다.,0
봄철 건조할 때는 사용하기 힘들 것 같습니다.,-1
구성품이 미스트 밖에 안 와서 아쉽습니다.,-1
좋은 가격대로 판매해 구매했어요. ,1
눈 밑을 비롯한 여러 곳에 쓱쓱~~굿 광택이 나요!!!! ,1
 끈쩍임도 없고 좋아요!!!,1
주름 개선 및  기미 완화에 많이 도움이 되고 있네요...,1
구성이 너무 좋은 것 같습니다.,1
생각보다 케이스가 예뻐서,1
구성품이 많아서 친구와 공구 했어요~~,1
건성피부라 건조함이 늘 고민이었는데 가희를 쓰고 난후 고민이 싹 사라졌습니다.,1
촉촉해요. ,1
"눈가, 이마, 목등  바른 부위에 광이 살짝 돌는것이",1
피부가 건강해 보이네요~ ,1
"화장을 한 얼굴에 발라도 되고 , ",1
스틱으로 되어있어서 쓰기 간편하고,1
휴대성이 좋은거 같아요!!!,1
건조한 날씨에 사용하면 촉촉하지 않아서 안 될 것 같아요.,-1
촉촉하지 않아서,-1
비싸게 구매했는데,-1
효과는 아직 잘 모르겠어요.,0
용량이 작아서 아쉬워요.,-1
구성품인 미스트와 오일,0
건조한 편이라 촉촉함을 기대하고 배송받자 마자 발라봤는데  1엄청 촉촉함을 즉시 느낄 수 있어요,1
엄청 촉촉함을 즉시 느낄 수 있어요,1
발림성도 좋아요,1
스틱이라 손에 묻히지않아도 돼서    접근성ㅋㅋ 좋아요,1
건조함 없이 너무 촉촉하고,1
홍조가있는타입인데 보습이 되니 홍조도 옅어지네요,1
보습이 되니 홍조도 옅어지네요,1
촉촉하니,1
발림성도 좋고 ,1
부드러워요~ ,1
주름에 바르는 것만으로도 보습 탱탱하게 주는 느낌이에요. ,1
탱탱하게 주는 느낌이에요.,1
겨울철 건조한 피부 촉촉해서 너무 좋네요ㅎㅎ,1
촉촉해서 너무 좋네요ㅎㅎ,1
너무 저렴한가격이라,1
매끄럽게 잘발리고,1
발랐을때 굉장히 촉촉하고 ,1
윤기도 많이나서 피부가 정말 좋아보여요,1
주름도 덜 잡히고 어려진 느낌이예요,1
사용감이 무겁지않고,1
향에 민감한편인데 아무런 향이 안느껴져 또 좋습니다,1
너무감편해요 ㅋㅋ,1
피부 입술 눈가주름까지 촉촉하고,1
사용자체가 간편하다며,1
윤광도 살아나고,1
촉촉한 느낌이 아주 좋은것같아요!!,1
가격도 부담되지 않아서,1
하루종일촉촉해요,1
촉촉해요,1
윤기팍팍,1
촉촉함이 없네요.,-1
보습이 잘 안 되네요.,-1
끈적임도 있고,-1
향도 마음에 안 들어요.,-1
생각보다 촉촉함이 없다고 하셔서,-1
효과라도 좋길 바랍니다.,0
"상품 구성도 좋고,",1
효과는 좀 더 써 봐야 알겠지만,0
촉촉하진 않은 것 같아요.,-1
바를때 부드럽게  발리고,1
쉽게  건조해지지도 않고,1
꿀광때문에 자꾸자꾸 손이 가고 ,1
주름이 절로 퍼지는 느낌,1
촉촉함과 편리함에 반해서 지속 구입합니다,1
편리함에 반해서 지속 구입합니다,1
가격도 저렴하게 구매하게되여 좋아요.,1
미스트도 입자가 고우면서,1
냄새도 은은하니 좋네요.,1
냄새가 진하지 않아서 맘에 들어요.,1
이것저것 바르기 귀찮을때 딱이더라구요. ,1
좀 아쉬운건 양이 적어서 금방 쓰게되요.,-1
져렴하게 구매했으니,1
생각보다 비싼 가격대에 구매한 듯하네요.,-1
주름 관리에 효과가 있는지는 아직 잘 모르겠습니다.,0
꾸준히 쓰면 효과가 있을 거라고 믿어요. ,0
효과 믿어보고,0
촉촉하고 ,1
지속력도 오래가고,1
건성 피부에 너무  좋아요. ,1
"눈가,이마,미간에 바르면 당김도 없고",1
끈적임없이 ,1
촉촉하고 좋아요.,1
"사용하기도 간편하고,",1
주름 걱정되는 부위에 쓱쓱 바르니 편리하고,1
바로 촉촉해져서  좋아요,1
양이 좀 작은듯 싶어서 대용량 제품도 나왔으면 좋겠어요. ,-1
촉촉 쫀쫀하니 좋더라구요,1
쫀쫀하니 좋더라구요,1
주름 부위에 효과가 없고,-1
땡기는 느낌이 듭니다.,-1
촉촉해지지 않아요.,-1
수시로 발라 줄수 있어서 마음의 위안도 되네요 ,1
디자인도 고급지고,1
가지고 다니면서 발라주기 좋아서,1
윤기가나고,1
촉촉함이 오래 지속되는거 같읍니다,1
오래 지속되는거 같읍니다,1
발라보니 끈적이지 않고,1
촉촉하여 좋았으며!,1
색상도 예쁘고 ,1
구성이 정말 좋습니다! ,1
발랐을 때 느낌이 너무 쫀득하고 ,1
촉촉한데 ,1
결정적인 건 그 느낌이 오랫동안 유지된다는 겁니다,1
제품 품질만으로도 경쟁력이 충분하네요,1
눈가 주름이 옅어지진 않았습니다.,-1
촉촉해지지 않습니다.,-1
꾸준히 써보면 주름개선에 효과가 있겠죠?,0
제품구성은 만족합니다.,1
바르고자면 쫀득하고 ,1
탱탱해요!!추천!! ,1
저렴하게 ,1
구성 너무 좋아요!!,1
더블구성이라 얼른 주문했어요!,1
향도 진하지않고 은은하니 좋아요~,1
얼굴에 광난다는 소리도 듣고 하니,1
두 개 더 사은품으로 오면 선물도 하고 해야겠어요,0
구성품 미스트도 기대 왕왕입니다!,1
피부결이 정돈되지 않고 ,-1
주름 사이를 메꿔주는 효과가 없네요. ,-1
피부가 좋아지는 느낌이 없네요.,-1
생각보다 촉촉하지 않았습니다.,-1
미스트 분사력도 별로네요.,-1
촉촉하고,1
잔주름도 옅어진것 같아서 이제 없으면 안되는 필수품이예요 ,1
양이 너무 적네요 ㅠㅜ ,-1
가격은 비싸지만,-1
사용하기 불편합니다.,-1
휴대하기도 불편해서,-1
수시로 바르기도 힘드네요.,-1
얼굴에 광도나고,1
"팔자주름,눈가주름도 펴지는느낌?빨리또쓰고싶네요.",1
비싸서,-1
끈적여서 머리카락이 달라붙고,-1
사용하기 불편합니다.,-1
효과를 기대하며 자기 전에는 꼼꼼히 바릅니다.,0
산뜻한  촉감으로 ,1
피부톤이 맑고,1
촉촉함과 ,1
미백효과 와  잔주름이  생기는곳에   힘이생긴다고나  할까~,1
잔주름이  생기는곳에   힘이생긴다고나  할까~,1
겨울이라 특히 건조한 피부에 바르면 촉촉하고,1
촉촉하고,1
윤기가 반짝 반짝 기분도 좋아요~ ,1
건조주의보가 있는요즘 딱좋은거같아요.,1
촉촉함은 기본이고 ,1
광도나서,1
물광밤 이라해도 과하지않아요.,1
핸드백에 딱들어가는 사이즈라서 너무좋네요.,1
과하지않은 하이라이트 한줄 알더라고요.,1
너무편하고 좋네요.,1
처음에는 꾸덕한 느낌이 있는데,-1
시간이 지나니 촉촉하게 스며드는 느낌이에요~~,1
촉촉하게,1
용량 많은 구성으로,1
저렴하게 방송 기다렸다가 구입완료요.,1
촉촉함 오래유지되고,1
오래유지되고,1
향도 너무 좋아요~ ,1
미스트만 사용 해봤는대도 촉촉하다며 좋아하네요,1
윤광이 난다고도 합니다,1
바르기편해서좋네요.,1
촉촉하노,1
바르자마자 광이나네요.,1
구성이 좋아요 ~~,1
제품질은 말할것고 없구요 ,1
빨간색 앰플 같은것도 바르면 광채가 나더라구요 ㅎ,1
구성은 아쉬웠지만,-1
생각보다 촉촉하지 않네요.,-1
주름에 효과가 있었으면 좋겠습니다.,0
촉촉하지 않고,-1
피부에 광이 안 납니다.,-1
훨씬 저렴해서 얼른 구매하게됐어요,1
겨울철 유달리 건성인 피부인데 가히 멀티밤 쓰니까. 하루종일 촉촉함을 느꼈어요,1
하루종일 촉촉함을 느꼈어요,1
촉촉함을 느꼈어요,1
보습효과가 뛰어나다고 하더라구요^^,1
사용하기 불편해서 살짝 아쉽습니다.,-1
주름이 없어지길 기대하며 사용 해보겠습니다.,0
가격이 더 저렴해지면 좋겠습니다.,-1
촉촉하고,1
발림성도 좋네요~~,1
피부가 쫀쫀해지고,1
탄력생긴거 같다고 너무 좋아하세요 ㅎㅎ,1
피부가  광 이  나더라구요~,1
냄새도좋아요~,1
간편하게  지인에게  선물하기도좋구요~,1
아직 피부가 좋아진 것은 모르겠습니다.,0
손에 묻어 바르기 힘들고,-1
향도 별로네요.,-1
피부가 부드러워지진 않았습니다.,-1
효과를 기대하며 꾸준히 사용해보겠습니다.,0
사용하기 편리해요.,1
효과는 더 써 봐야 알 것 같아요.,0
멀티밤 제품은 용기가 핑크색이라 남자가 쓰기엔 부끄럽다고 하네요.,-1
용기 색깔을 중성적인 색깔로도 출시하면 어떨까 싶어요.,0
"건조한 피부라 촉촉함은 없고, 속당김이 느껴지는 듯하네요.",-1
"촉촉함은 없고, ",-1
속당김이 느껴지는 듯하네요.,-1
싸지 않은 가격에 ,-1
"용량은 너무 작아 몇 번 안 발랐는데, 반만 남았네요.",-1
비싼 제품인 듯하네요.,-1
마침 좋은구성으로 ㅇㅇ쇼핑에서 방송해서 사고싶다하니 신랑이 사주네요~,1
얼굴도 촉촉하고,1
신랑 이마주름도 많이 좋아졌어요 ,1
향도 좋고 ,1
발림성도 좋고 ,1
피부도 촉촉하니,1
보습효과도있어,1
겨울내내 땀김없이 넘좋아요~^^,1
땀김없이 넘좋아요~^^,1
오늘 처음 사용해서 효과는 모르겠지만 ,0
 향이랑 발림이 너무 좋아요 ,1
발림이 너무 좋아요 ,1
얼굴도 촉촉해져요,1
개기름으니고 바른 후에는 물광피부같네요,1
케이스도 마음에 들규 이뻐요,1
알찬구성 잘 구매했어요 ~~,1
양도 많은데요,1
엄마와 함께 항상 가방안에 넣고 수시로 쓱쓱!,1
바르고 나면 속 당김이 바로 가라앉는다고 하네요.,1
발림도 부드럽고,1
눈가에  건조함이 사라졌어요,1
피부상태가건성인지라당기고그랬는데가희쓰고난촉촉해진거느끼고있네요,1
촉촉해진거느끼고있네요,1
오일리하지만 ,-1
얼굴 주름 사이사이 들어가서 보습효과도 한몫하네요!,1
저렴하게 구매 잘한거같아요!,1
발림성도 좋고,1
촉촉하네요 ,1
스틱제품이라 편하기도 하구요,1
구성도 최고에요 ^^,1
 피부가 쫀쫀해지는 느낌이 있음.,1
피부가 쫀쫀해지는 느낌이 계속됨. ,1
피부가 땡기는 느낌이랑은 다르기에,0
화장전에 바르면 확실히 광채가 나기는 함,1
비싸지만,-1
효과는 아직 잘 모르겠습니다.,0
윤기가난다,1
피부가촉촉하다,1
피부가 좋아 보이지는 않지만,-1
꾸준히 사용하면 효과가 나타날 것이라 생각합니다.,0
가격도 착해서 너무 좋아요,1
품질이야  말하면 뭐해요~~ 엄지  척!!!!,1
쓰면 쓸수록 효과가 정말 좋은거 같아요,1
바르는 순간 윤기가 나면서,1
주름이 펴질거 같네요,1
제발 주름이 없어지길 바라며 잘쓸께요~~^^,0
지성피부라 바르고나면 조금 번들거리는 느낌은 있지만,-1
조금 번들거리는 느낌은 있지만,-1
스틱형 크림느낌이라 간편해서 좋아요,1
단품이 너무 비싸서,-1
가격은 비싸고,-1
구성도 별로지만,-1
생각보다 피부가 당기고,-1
촉촉함이 오래가지 않고,-1
오래가지 않고,-1
사용하기에도 불편해서,-1
구성도 안 좋고,-1
가격도 비싸서,-1
악건성이라서 세안후 당김이심햇는데 가희멀티밤을 사용하면 긴시간촉촉함이유지되어 넘좋아요~~대박ᆢ,1
긴시간촉촉함이유지되어,1
촉촉함이유지되어 넘좋아요~~대박ᆢ,1
주름이 옅어지지 않습니다.,-1
주름이 펴질 것 같지는 않습니다.,-1
촉촉함이 없어 아쉽습니다.,-1
보습은 아쉽지만,-1
주름 개선 효과라도 좋기를 바랍니다.,0
가격이 비싸지만,-1
용량이 너무 작아,-1
생각보다 촉촉하지 않네요.,-1
사용하기 불편합니다.,-1
다른것보다 촉촉하니 좋아요,1
휴대하기 좋아,1
밤 제형이라서 역시 좀 헤프네요.,-1
가격 혜택이 조금 더 좋으면 또 구매하겠습니다.,0
구성은 아쉽고,-1
할인도 없어 비싸게 구입했습니다.,-1
주름 개선도 없는 것 같고,-1
촉촉함이 오래 가지 않아서,-1
오래 가지 않아서,-1
주름 개선에 효과가 있는지는 모르겠고,0
사용하기도 마스크팩보다 불편합니다.,-1
가격도 너무 비싸네요.,-1
바르기도편하고 ,1
제형이 쫀득해서 좋았어요!,1
막 발라도 찐득하지않아  손이자주가는 템이예요! ,1
비싸서,-1
촉촉하지 않아서,-1
엄청 촉촉해지는데,1
끈적임없이,1
얼굴에서 광이나네요,1
엄청 건조한 편인데 촉촉해서 만족해요,1
촉촉해서 만족해요,1
처음 발랐는데 부드럽고,1
피부에 윤기가 나서 좋아요,1
간편해서,1
사용하기도 편하고,1
얼굴 당김도 덜해서 좋아요!,1
주름이 옅어지는 것은 아직 모르겠습니다.,0
구성도 아쉬웠습니다.,-1
효과가 나타나길 기대하며,0
가격 조건이 좋아 구매하게 되었습니다.,1
건조할 때 덧 발라주니 안 건조하고 좋더라구요.,1
안 건조하고 좋더라구요.,1
휴대하고 사용하기도 편하구요.,1
스틱밤 형태라 사용하기 간편해서 수시로 바르고 있어요.,1
주름 효과는 더 사용해 보려구요.,0
눈가주름에 효과있다고 해서 꾸준히 사용해보려고 합니다!,0
얼굴에서 광이 납니다!,1
발림성이 부드럽지 않고,-1
촉촉하지도 않아서,-1
품질은 별로네요.,-1
사용감은 부드럽고,1
긴 시간 유지됨.,1
구성도 아쉽고,-1
가격은 비쌌지만,-1
비싼 가격인데,-1
구성이 미스트뿐이라 아쉽습니다.,-1
이런 상품 구성은 최악인 것 같습니다.,-1
눈가 주름에 효과는 없는 것 같다고 하시네요.,-1
비싼 가격에,-1
휴대간편,1
쓰기간편,1
건조한시기에 딱이죠,1
가격 ㅡ품질 ㅡ편리함이좋아요,1
품질 ㅡ편리함이좋아요,1
편리함이좋아요,1
얼굴에서 광이나요~,1
다들 피부좋아보인다고 어떻게 한거냐고 물어봐요!!,1
더블구성,1
가격좋길래,1
건성이신분들 꼭꼭 써보세요~,1
발림성이 좋고 ,1
손 사용 안하고 쓱 바르니 편해요,1
 보습력이 좋아서,1
촉촉하니,1
광채가 나고,1
향도 은은하니 맘에 듭니다.,1
가격과 구성이 모두 안 좋아서,-1
구성이 모두 안 좋아서,-1
목 주름에 효과가 있으면 좋겠습니다.,0
발림성은 좋네요,1
간편하고,1
작아서 휴대하기 정말좋구요,1
효과는 써가면서 더 느껴봐야죠^^,0
보습력이 좋아서 ,1
 주름예방에 효과적일것 같네요. ,1
상품 받은지 얼마 안되서 효과가 확실히 있는지는 모르겠지만,0
아침에 확실히 당김이 덜하네요~,1
건조한 요즘 꼭 필요한 제품이예요. ,1
 가격상품구성 모두 만족합니다.,1
 상품구성 모두 만족합니다.,1
비싸게 구매해서 아쉽습니다.,-1
구성품인 오일과 미스트는 좋은지 모르겠습니다.,0
